UNDP_국가명,WB_국가명,ISO3_국가코드,DAC_국가코드,WB_지역,KOICA_국가명_국문,KOICA_지역명_국문,KOICA_지역명_영문,KOICA_지역명_부서,국가협력전략 대상국가,KOICA 사무소 주재 여부,겸임국 관할 사무소명,OECD_국가명,OECD소득 기준,인구수_기준연도,인구수,GDP_기준연도,1인당 국내총생산,국민총생산 기준연도,1인당 국민총생산,빈곤율 기준연도,빈곤율,지니계수 기준연도,지니계수,문해율 기준연도,문해율,중등학교 등록율(여학생) 기준연도,중등학교 등록율(여학생),중등학교 등록률(남학생) 기준연도,중등학교 등록율(남학생),중등학교 등록율 젠더 패리티 인덱스 기준연도,중등학교 등록율 젠더 패리티 인덱스,세금 기준연도,세금,ODA 순 수원액 기준연도,ODA 순 수원액,기업여건 기준연도,기업여건,해외직접투자 기준연도,해외직접투자,100명당 이동통신 사용률 기준연도,100명당 이동통신 사용률,1인당 전기 소비량 기준연도,1인당 전기 소비량,인터넷 사용률 기준연도,인터넷 사용률,취약국가 지수 기준연도,취약국가 지수,취약국가 순위,부패인식지수 기준연도,부패인식점수,부패인식순위,전자정부 지수 기준연도,전자정부 지수 순위,전자정부지수,인간개발지수 기준연도,인간개발지수순위,인간개발지수,젠더개발지수 기준연도,젠더개발지수,젠더 불평등 지수 기준연도,젠더 불평등 지수,여성국회의원 비율 기준연도,여성국회의원 비율,여성실업률 기준연도,여성실업률,ODA 규모 기준연도,수원국 ODA 규모,양자 지원 규모,GNI 대비 ODA 비율,한국 ODA 규모 기준연도,한국 ODA 규모,KOICA 지원 규모_공공행정,KOICA 지원 규모_교육,KOICA 지원 규모_기술환경에너지,KOICA 지원 규모_기타,KOICA 지원 규모_긴급구호,KOICA 지원 규모_농림수산,KOICA 지원 규모_보건,KOICA 지원 규모_전체
Turkey,Turkey,TUR,55,Europe & Central Asia,터키,중동중앙아,Middle East and Central Asia,중동중앙아,no,no,본부,Turkey,UMIC,2020,84300000 ,2020,8538.169,2020,9050,2019,0.4,2019,41.9,2017,96.15053,2018,103.1787,2018,105.7255,2018,0.97591,2019,16.47994,2019,0.1101959,2019,33,2019,9270000000 ,2019,96.83717,2014,2847.224,2019,73.9767,2020,79.14739,59,2019,39,91,2020,53,0.7718,2019,54,0.82,2019,0.924,2019,0.306,2020,17.31749,2019,16.38,2019,140,38,0,2019,2,23268,17612,45377,,1586542,65423,,1738223
,Kosovo,XKX,57,Europe & Central Asia,코소보,,,중동중앙아,no,no,본부,Kosovo,LMIC,2020,1775378 ,2020,4287.201,2020,4440,2017,0.4,2017,29,,,,,,,,,,,2019,4.245187,2019,57,2019,285000000 ,2010,32.3021,2014,2818.337,2018,89.44303,1960,,,,,,,,,,,,,,,,,,,,2019,485,46,4,2019,0,,,,,,,,
Serbia,Serbia,SRB,63,Europe & Central Asia,세르비아,기타,Others,중동중앙아,no,no,본부,Serbia,UMIC,2020,6908224 ,2020,7666.244,2020,7400,2017,5.4,2017,36.2,2016,98.84151,2019,94.99258,2019,93.97943,2019,1.01078,2019,24.06805,2019,1.171888,2019,44,2019,4270000000 ,2019,96.37096,2014,4271.745,2019,77.41677,2020,66.11626,100,2019,39,91,2020,58,0.7474,2019,64,0.806,2019,0.977,2019,0.132,2020,38.8,2019,11.08,2019,1990,57,1,2019,1,3090170,68228,362657,72176,6127,,290262,3889621
Bosnia and Herzegovi,Bosnia and Herzegovi,BIH,64,Europe & Central Asia,보스니아-헤르체고비나,기타,Others,중동중앙아,no,no,본부,Bosnia and Herzegovi,UMIC,2020,3280815 ,2020,6031.557,2020,6090,2011,0.1,2011,33,2013,96.99177,,,,,,,2019,20.10135,2019,2.300667,2019,90,2019,390000000 ,2019,113.7692,2014,3446.765,2019,69.94635,2020,70.22041,84,2019,36,101,2020,94,0.6372,2019,73,0.78,2019,0.937,2019,0.149,2020,26.19048,2019,18.73,2019,707,44,2,2019,0,1932437,201253,3600,8935,903062,,531533,3580819
Montenegro,Montenegro,MNE,65,Europe & Central Asia,몬테네그로,기타,Others,중동중앙아,no,no,본부,Montenegro,UMIC,2020,621718 ,2020,7686.093,2020,7900,2016,2.5,2016,38.5,2018,98.84718,2019,90.9647,2019,89.29068,2019,1.01875,,,2019,1.743048,2019,50,2019,418000000 ,2019,183.2837,2014,4612.341,2019,73.47667,2020,55.46679,124,2019,45,66,2020,75,0.7006,2019,48,0.829,2019,0.966,2019,0.109,2020,22.22222,2019,15.69,2019,218,20,2,2019,0,293560,,902894,,,,6273,1202727
North Macedonia,North Macedonia,MKD,66,Europe & Central Asia,북마케도니아,중동중앙아,Middle East and Central Asia,중동중앙아,no,no,본부,North Macedonia,UMIC,2020,2083380 ,2020,5888.004,2020,5720,2018,3.4,2018,33,2014,97.8,2018,79.1019,2018,80.82787,2018,0.97865,2019,17.16402,2019,1.185082,2019,17,2019,550000000 ,2019,92.20306,2014,3496.52,2018,79.16776,2020,62.13086,113,2019,35,106,2020,72,0.7083,2019,82,0.774,2019,0.952,2019,0.143,2020,39.16667,2019,18.39,2019,476,44,1,2019,0,86993,,5613,,,,6273,98879
Albania,Albania,ALB,71,Europe & Central Asia,알바니아,기타,Others,중동중앙아,no,no,본부,Albania,UMIC,2020,2837743 ,2020,5215.277,2020,5210,2017,1.3,2017,33.2,2018,98.14115,2019,95.65993,2019,94.58517,2019,1.01136,2019,18.28113,2019,0.1883343,2019,82,2019,1200000000 ,2019,91.29302,2014,2309.367,2019,69.64285,2020,58.75381,119,2019,35,106,2020,59,0.7399,2019,69,0.795,2019,0.967,2019,0.181,2020,29.5082,2019,11.31,2019,329,69,0,2019,0,933721,63317,44217,15022,,51486,67602,1175365
Ukraine,Ukraine,UKR,85,Europe & Central Asia,우크라이나,중동중앙아,Middle East and Central Asia,중동중앙아,yes,no,본부,Ukraine,LMIC,2020,44100000 ,2020,3726.927,2020,3540,2019,,2019,26.6,2012,99.97435,2014,95.03153,2014,96.91805,2014,0.98053,2019,19.19034,2019,0.7242453,2019,64,2019,5830000000 ,2019,130.6294,2014,3418.569,2018,62.55316,2020,69.00704,92,2019,30,126,2020,69,0.7119,2019,74,0.779,2019,1,2019,0.234,2020,20.80378,2019,7.85,2019,3358,60,1,2019,1,3011122,7781335,1320518,509912,379729,482158,1554457,15000000
Belarus,Belarus,BLR,86,Europe & Central Asia,벨로루시,중동중앙아,Middle East and Central Asia,중동중앙아,no,no,본부,Belarus,UMIC,2020,9398861 ,2020,6411.228,2020,6330,2019,,2019,25.3,2018,99.75656,2018,101.6907,2018,103.1489,2018,0.98586,2019,13.30151,2019,0.3425493,2019,49,2019,1270000000 ,2019,123.0083,2014,3679.979,2019,82.78915,2020,65.75186,103,2019,45,66,2020,40,0.8084,2019,53,0.823,2019,1.007,2019,0.118,2020,40,2019,3.5,2019,522,44,0,2019,0,1217895,90466,175675,19361,130603,97585,321347,2052932
Moldova (Republic of),Moldova,MDA,93,Europe & Central Asia,몰도바,중동중앙아,Middle East and Central Asia,중동중앙아,no,no,본부,Moldova (Republic of),LMIC,2020,2617820 ,2020,4551.131,2020,4570,2018,,2018,25.7,2014,99.35989,2019,85.69239,2019,86.99657,2019,0.98501,2019,17.31258,2019,2.721055,2019,48,2019,502000000 ,2019,89.37944,2014,1725.616,2017,76.12452,2020,65.97954,101,2019,32,120,2020,79,0.6881,2019,90,0.75,2019,1.014,2019,0.204,2020,24.75248,2019,4.35,2019,463,42,,2019,0,880773,865138,851432,8981,35132,7744,42884,2692084
Algeria,Algeria,DZA,130,Middle East & North Africa,알제리,아프리카,Africa,서아프리카,no,yes,알제리 사무소,Algeria,UMIC,2020,43900000 ,2020,3310.387,2020,3550,2011,0.4,2011,27.6,2018,81.40784,2011,101.5445,2011,97.75898,2011,1.03872,,,2019,0.1052492,2019,157,2019,1380000000 ,2019,109.3561,2014,1362.872,2018,49.03847,2020,74.57518,71,2019,35,106,2020,120,0.5173,2019,91,0.748,2019,0.858,2019,0.429,2020,25.75758,2019,20.44,2019,-18,73,0,2019,2,5690650,1575963,7322870,455937,151916,20500000,114439,35800000
Libya,Libya,LBY,133,Middle East & North Africa,리비아,아프리카,Africa,중동중앙아,no,no,모로코 사무소 ,Libya,UMIC,2020,6871287 ,2020,3699.229,2020,4850,,,,,2004,86.1,2006,105.987,2006,90.16653,2006,1.17546,,,2019,0.5960557,2019,186,2018,,2017,91.4793,2014,1811.055,2017,21.75892,2020,95.19372,20,2019,18,168,2020,162,0.3743,2019,105,0.724,2019,0.976,2019,0.252,2020,15.95745,2019,24.13,2019,801,60,1,2019,2,524236,3375454,905556,14475,1916397,66931,185319,6988368
Morocco,Morocco,MAR,136,Middle East & North Africa,모로코,아프리카,Africa,중동중앙아,no,yes,모로코 사무소 ,Morocco,LMIC,2020,36900000 ,2020,3009.249,2020,2980,2013,0.9,2013,39.5,2018,73.75001,2019,78.17822,2019,84.0506,2019,0.93013,2019,21.44829,2019,0.6457228,2019,53,2019,1720000000 ,2019,127.953,2014,904.4419,2019,74.37631,2020,71.22105,80,2019,41,80,2020,106,0.5729,2019,121,0.686,2019,0.835,2019,0.454,2020,20.50633,2019,10.47,2019,2877,57,1,2019,6,19100000,31300000,14800000,1022007,180259,1402857,5687014,73500000
Tunisia,Tunisia,TUN,139,Middle East & North Africa,튀니지,아프리카,Africa,중동중앙아,no,yes,튀니지 사무소,Tunisia,LMIC,2020,11800000 ,2020,3319.819,2020,3100,2015,0.2,2015,32.8,2014,79.03643,2016,99.31897,2016,86.90164,2016,1.14289,2012,21.12788,2019,2.625562,2019,78,2019,810000000 ,2019,126.3053,2014,1454.643,2019,66.7,2020,68.12591,95,2019,43,74,2020,91,0.6526,2019,95,0.74,2019,0.9,2019,0.296,2020,24.88479,2019,22.41,2019,1630,70,3,2019,4,27200000,10700000,11300000,4261191,51448,5858679,407285,59700000
Egypt,Egypt,EGY,142,Middle East & North Africa,이집트,아프리카,Africa,중동중앙아,yes,yes,이집트 사무소,Egypt,LMIC,2020,102000000 ,2020,3547.871,2020,3000,2017,3.8,2017,31.5,2017,71.16825,2019,89.03929,2019,89.8971,2019,0.99046,2015,12.51921,2019,0.595947,2019,114,2019,9010000000 ,2019,94.9717,2014,1683.213,2019,57.28287,2020,86.00614,35,2019,35,106,2020,111,0.5527,2019,116,0.707,2019,0.882,2019,0.449,2020,27.41117,2019,21.33,2019,5349,67,1,2019,71,11400000,31100000,20800000,737899,330941,1346031,4816624,70600000
South Africa,South Africa,ZAF,218,Sub-Saharan Africa,남아프리카공화국,아프리카,Africa,동아프리카,no,no,모잠비크 사무소,South Africa,UMIC,2020,59300000 ,2020,5090.715,2020,5410,2014,18.7,2014,63,2017,87.04667,2018,103.9681,2018,97.1012,2018,1.07072,2019,26.73419,2019,0.2844552,2019,84,2019,5120000000 ,2019,165.5999,2014,4198.046,2017,56.16739,2020,70.10724,85,2019,44,70,2020,78,0.6891,2019,114,0.709,2019,0.986,2019,0.406,2020,46.75,2019,30.5,2019,5245,76,0,2019,0,978876,3135959,179027,20467,,1314688,8273,5637290
Angola,Angola,AGO,225,Sub-Saharan Africa,앙골라,아프리카,Africa,서아프리카,no,no,카메룬 사무소,Angola,LDC,2020,32900000 ,2020,1895.771,2020,2230,2018,49.9,2018,51.3,2014,66.03011,2016,39.74183,2016,61.77439,2016,0.64334,2019,9.381662,2019,0.0604877,2019,177,2019,-4100000000 ,2019,46.59864,2014,312.2289,2017,14.33908,2020,87.32004,34,2019,26,146,2020,159,0.3847,2019,148,0.581,2019,0.903,2019,0.536,2020,30,2019,7.22,2019,111,38,0,2019,6,1226524,6031929,213725,22174,29966,6965378,275183,14800000
Botswa,Botswa,BWA,227,Sub-Saharan Africa,보츠와나,아프리카,Africa,동아프리,no,no,모잠비크 사무소,Botswa,UMIC,2020,2351625 ,2020,6710.99,2020,6640,2015,14.5,2015,53.3,2013,86.82318,2008,83.51811,2008,76.36355,2008,1.09369,2019,19.2182,2019,0.4058021,2019,87,2019,261000000 ,2019,162.6412,2014,1815.554,2017,41.41379,2020,57.07123,121,2019,61,34,2020,115,0.5383,2019,100,0.735,2019,0.998,2019,0.465,2020,10.76923,2019,20.51,2019,-74,70,0,2019,1,135317,206647,256439,,39958,128988,82800,850148
Burundi,Burundi,BDI,228,Sub-Saharan Africa,부룬디,아프리카,Africa,동아프리카,no,no,르완다 사무소,Burundi,LDC,2020,11900000 ,2020,274.0095,2020,270,2013,72.8,2013,38.6,2017,68.37533,2019,48.28493,2019,41.90257,2019,1.15231,1999,13.59744,2019,19.50447,2019,166,2019,1044961 ,2019,56.6497,,,2017,2.660749,2020,97.87603,11,2019,19,165,2020,168,0.3227,2019,185,0.433,2019,0.999,2019,0.504,2020,38.21138,2019,0.98,2019,702,33,20,2019,1,1908874,284568,196873,,251504,23252,638862,3303932
Cameroon,Cameroon,CMR,229,Sub-Saharan Africa,카메룬,아프리카,Africa,서아프리카,no,yes,카메룬 사무소,Cameroon,LMIC,2020,26500000 ,2020,1499.373,2020,1500,2014,26,2014,46.6,2018,77.07104,2016,55.44308,2016,64.62172,2016,0.85796,2018,12.75528,2019,3.489877,2019,167,2019,1020000000 ,2019,82.70375,2014,275.198,2017,23.20297,2020,97.85508,11,2019,25,153,2020,144,0.4325,2019,153,0.563,2019,0.864,2019,0.56,2020,33.88889,2019,3.78,2019,1614,51,4,2019,14,16900000,15400000,4919308,3308819,5662245,4800465,14400000,65300000
Cabo Verde,Cabo Verde,CPV,230,Sub-Saharan Africa,카보베르데,아프리카,Africa,서아프리카,no,no,세네갈 사무소,Cabo Verde,LMIC,2020,555988 ,2020,3064.272,2020,3060,2015,3.4,2015,42.4,2015,86.79029,2018,92.49768,2018,83.85197,2018,1.10311,2017,20.08675,2019,7.865096,2019,137,2019,108000000 ,2019,108.3184,,,2017,57.16215,2020,64.77817,106,2019,58,41,2020,110,0.5604,2019,126,0.665,2019,0.974,2019,0.397,2020,25,2019,11.46,2019,184,37,8,2019,0,353557,1438,31233,,,,154065,540293
Central African Republic,Central African Republic,CAF,231,Sub-Saharan Africa,중앙아프리카,아프리카,Africa,서아프리카,no,no,카메룬 사무소,Central African Republic,LDC,2020,4829764 ,2020,476.8511,2020,510,2008,65.9,2008,56.2,2018,37.39582,2017,13.77755,2017,20.48121,2017,0.67269,2018,8.639831,2019,31.59441,2019,184,2019,25600000 ,2019,33.61922,,,2017,4.339255,2020,107.4866,6,2019,25,153,2020,190,0.1404,2019,188,0.397,2019,0.801,2019,0.68,2020,8.571429,2019,4.21,2019,672,42,32,2019,2,3916369,153118,97121,5040,207013,187098,503736,5069495
Chad,Chad,TCD,232,Sub-Saharan Africa,차드,아프리카,Africa,서아프리카,no,no,카메룬 사무소,Chad,LDC,2020,16400000 ,2020,614.4652,2020,660,2011,38.1,2011,43.3,2016,22.31155,2019,14.27734,2019,26.80956,2019,0.53255,,,2019,6.346379,2019,182,2019,567000000 ,2019,48.06483,,,2017,6.499998,2020,106.4338,7,2019,20,162,2020,189,0.1557,2019,187,0.398,2019,0.764,2019,0.71,2020,15.4321,2019,1.85,2019,721,39,6,2019,2,2319216,5211992,484302,27954,485134,89816,13816,8632230
Comoros,Comoros,COM,233,Sub-Saharan Africa,코모로,아프리카,Africa,동아프리카,no,no,케냐 사무소 ,Comoros,LDC,2020,869595 ,2020,1402.595,2020,1450,2014,19.1,2014,45.3,2018,58.81702,2018,61.41451,2018,57.58629,2018,1.06648,,,2019,6.681542,2019,160,2019,3677361 ,2019,67.60224,,,2017,8.47817,2020,81.24901,53,2019,25,153,2020,177,0.2799,2019,156,0.554,2019,0.891,,,2020,16.66667,2019,10.02,2019,78,55,7,2019,0,577385,52200,19355,,,10328,,659267
Congo,Congo,COG,234,Sub-Saharan Africa,콩고공화국,아프리카,Africa,서아프리카,no,no,DR콩고 사무소,Congo,LMIC,2020,5518092 ,2020,1972.545,2020,1830,2011,39.6,2011,48.9,2018,80.29876,2012,48.81208,2012,56.34437,2012,0.86632,2018,7.765747,2019,1.880112,2019,180,2019,3370000000 ,2018,95.34054,2014,202.8725,2017,8.65,2020,92.0682,25,2019,19,165,2020,160,0.3786,2019,149,0.574,2019,0.929,2019,0.57,2020,11.25828,2019,10.24,2019,-432,51,2,2019,0,1753133,1607259,118243,49213,41696,146495,92792,3808830
Congo (Democratic Republic of the),Congo (Democratic Republic of the),COD,235,Sub-Saharan Africa,콩고민주공화국,아프리카,Africa,서아프리카,no,yes,콩고민주공화국 사무소,Congo (Democratic Republic of the),LDC,2020,89600000 ,2020,556.8132,2020,550,2012,77.2,2012,42.1,2016,77.04268,2015,35.98096,2015,56.263,2015,0.63951,1989,10.70406,2019,6.179378,2019,183,2019,1350000000 ,2019,42.77332,2014,108.5167,2017,8.619905,2020,109.3946,5,2019,18,168,2020,184,0.258,2019,175,0.48,2019,0.845,2019,0.617,2020,12.8,2019,3.24,2019,3472,48,7,2019,31,42800000,1659588,6979716,897151,289177,19900000,24000000,96500000
Benin,Benin,BEN,236,Sub-Saharan Africa,베냉,아프리카,Africa,서아프리카,no,no,가나 사무소,Benin,LDC,2020,12100000 ,2020,1291.041,2020,1280,2015,49.6,2015,47.8,2018,42.3624,2016,50.73183,2016,67.14241,2016,0.75559,1979,10.78914,2019,4.226569,2019,149,2019,218000000 ,2019,87.70201,2014,100.2252,2017,14.11901,2020,72.5448,77,2019,41,80,2020,157,0.4039,2019,158,0.545,2019,0.855,2019,0.612,2020,7.228916,2019,2.48,2019,361,44,4,2019,0,4475329,214432,206920,,143050,275300,71083,5386114
Ethiopia,Ethiopia,ETH,238,Sub-Saharan Africa,에티오피아,아프리카,Africa,동아프리카,yes,yes,에티오피아 사무소,Ethiopia,LDC,2020,115000000 ,2020,936.3405,2020,890,2015,30.8,2015,35,2017,51.77118,2015,34.24992,2015,35.61357,2015,0.96171,2019,6.661741,2019,5.04597,2019,159,2019,2520000000 ,2017,37.21807,2014,69.19875,2017,18.61805,2020,94.59578,21,2019,37,96,2020,178,0.274,2019,173,0.485,2019,0.837,2019,0.517,2020,38.75686,2019,2.68,2019,4925,45,5,2019,80,17000000,63200000,17100000,2678378,2488338,35000000,74400000,212000000
Gabon,Gabon,GAB,239,Sub-Saharan Africa,가봉,아프리카,Africa,서아프리카,no,no,카메룬 사무소,Gabon,UMIC,2020,2225728 ,2020,7005.879,2020,6970,2017,3.4,2017,38,2018,84.66716,1999,44.65194,1999,50.78785,1999,0.87919,2019,11.4795,2019,0.7524272,2019,169,2019,1550000000 ,2019,137.7538,2014,1167.852,2017,50.32012,2020,69.087,90,2019,31,123,2020,113,0.5401,2019,119,0.703,2019,0.916,2019,0.525,2020,14.78873,2019,27.95,2019,314,93,1,2019,0,944774,190883,241112,38414,10173,242322,84846,1752523
Gambia,The Gambia,GMB,240,Sub-Saharan Africa,감비아,아프리카,Africa,서아프리카,no,no,세네갈 사무소,Gambia,LDC,2020,2416664 ,2020,787.0065,2020,750,2015,10.3,2015,35.9,2015,50.77797,2010,49.06649,2010,51.18452,2010,0.95862,1990,18.20478,2019,10.80432,2019,155,2019,32300000 ,2018,139.529,,,2017,19.83645,2020,82.21464,51,2019,37,96,2020,181,0.263,2019,172,0.496,2019,0.846,2019,0.612,2020,8.62069,2019,12.04,2019,284,34,11,2019,1,2532633,953791,211746,,,53117,,3751288
Gha,Gha,GHA,241,Sub-Saharan Africa,가나,아프리카,Africa,서아프리카,yes,yes,가나 사무소,Gha,LMIC,2020,31100000 ,2020,2328.535,2020,2230,2016,12.7,2016,43.5,2018,79.03964,2019,74.62975,2019,74.72713,2019,0.9987,2019,12.23754,2019,1.4289,2019,118,2019,3880000000 ,2019,134.3194,2014,351.3015,2017,37.88415,2020,64.15817,108,2019,41,80,2020,101,0.596,2019,138,0.611,2019,0.911,2019,0.538,2020,13.09091,2019,4.29,2019,1158,53,1,2019,22,10500000,16800000,11400000,1504963,162140,15400000,36700000,92500000
