구분 ,국가명 ,진출지역,회사명(국문),회사명(영문),주소,홈페이지,진출년도,진출형태,투자형태,외국사 합작지분,업종1,업종2,취급분야,본사파견, 현지채용 ,내수/수출,모기업명,관할무역관
아시아 ,말레이시아,셀랑고르(Selangor),고려해운,"Korea Marine Transport Co., Ltd.","Suite P2.02, Level P2, Menara Trend, Intan Millenium Square No.68, Jalan Batai Laut 4, Taman Intan 41300 Klang, Selangor Darul Ehsan, Malaysia",www.kmtc.co.kr,1996,서비스법인,합자,-,운수업,-,해상운송,1, 55 ,-,고려해운㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),금강공업말레이시아법인,Kumkang Kind(M)Sdn. Bhd.,"B-9-01, Block B, Oasis Office Suites, No. 2, Jalan PJU 1A/7A, Ara Damansara, PJU 1A, 47301, Petaling Jaya, Selangor Darul Ehsan, Malaysia",www.kumkangkind.com,2007,생산법인,단독,-,제조업,기계·장비,건설 자재,5, 2 ,수출 및 내수 병행,금강공업㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),누가베스트말레이시아,Nuga Best(SS2)Sdn. Bhd.,"65A, 1St Floor, Jalan SS2/64, Petaling Jaya, 47300, Selangor Darul Ehsan, Malaysia",www.nuga.my,2010,판매법인,단독,-,도매 및 소매업,-,가정용 치료기,-, 6 ,-,누가의료기㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),동남아해운,Dongnama Shipping(M)Sdn. Bhd.,"Suite P1.02, Level P1, Menara Trend, Intan Millenium Squre No 68, Jalan Batau Laut 4, Taman Intan 41300 Klang, Selangor Darul Ehsan, Malaysia",-,2006,서비스법인,합작,-,운수업,-,해상운송,1, 5 ,-,동남아해운㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),디피씨,DY Power Systems(M)Sdn. Bhd.,"Lot 17245, 4th Mile, Jalan Genting, Off Jalan Kaper 42100 Klang Selangor D.E, Malaysia",www.dpc.co.kr,1990,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,계기용 변압기,3, 500 ,-,디피씨㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),미주제강,"Miju Steel MFG Co., Ltd.","B4-3, Jalan Ampang Utama 2/2, Taman Ampang Utama, 68000 Ampang, Selangor, Malaysia",www.mijuSteel.com,2008,연락사무소,단독,-,제조업,금속,철강,1, - ,-,미주제강㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),범한판토스말레이시아,Pantos Logistics Malaysia Sdn. Bhd.,"Suite 9.01B, Level 9, Menara Trend, No 68, Jalan Batai Laut 4, Taman Intan, 41300, Klang, Selangor, Malaysia",www.pantos.com/en,2004,서비스법인,단독,-,운수업,-,물류관련 서비스,1, 35 ,-,범한판토스㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),브이이엔에스말레이시아,V-ENS Malaysia Sdn. Bhd.,"Unit 2.2, 2nd floor, Surian Tower, No1, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor, Malaysia",www.lgvccompany.com,2002,서비스법인,단독,-,서비스업,전문·과학 및 기술,자동차 엔지니어링 서비스,1, 10 ,-,브이이엔에스㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),삼성물산상사부분코일센타,MSSC(M)Sdn. Bhd.,"Pt 17244, 4th Mill, Jalan Sekolah Off Jalan Kapar, 42100 Rantau Panjang, Klang, Selangor, Malaysia ",www.samsungcnt.com,1991,생산법인,단독,-,서비스업,서비스업 ,코일,2, 52 ,-,삼성물산㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),삼성전자㈜말레이시아판매법인,"Samsung Malaysia Electronics Co., Ltd.","Lot 6.05, Level 6 KPMG Tower, 8 First Avenue Bandar Utama 47800 Petaling Jaya Selangor, Malaysia",www.samsung.com/my,2003,판매법인,단독,-,도매 및 소매업,-,전자제품,20, 80 ,-,삼성전자㈜㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),영림전자말레이시아,Youngreem Electronics(M)Sdn. Bhd.,"Lot 783, Jalan Kapar, Batu 4, Rantau Panjang, 42100 Klang, Malaysia",www.youngreem.co.kr,1900,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,전자렌지 도어 및 부품 조립/생산,4, 160 ,-,영림전자㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),말레이시아오토닉스,Mal-Autonics,"Unit No.613&614 Block A, Kelana Jaya Business Centre, 97 , Jalan SS 7/2, Kelana jaya, 47301 Petaling Jaya, Selangor, Malaysia",www.autonics.com.my,2006,판매법인,단독,-,도매 및 소매업,-,"온도조절기, 근접센서, 포토센서",2, 10 ,-,오토닉스㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),위니텍사무소,Winitech Malaysia MSC Sdn. Bhd.,"Level 1, Recreational Building Smart, Batu 8, Jalan Puchong Kajang, Pulau Meranti, 47120, Puchong, Selangor, Malaysia",www.winitech.com,2007,서비스법인,합자,-,서비스업,출판·영상·방송통신 및 정보,관제를 위한 IT 서비스,2, 1 ,-,위니텍㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),유한말레이시아법인,YH Precision(M)Sdn. Bhd.,"Lot 3384, Cempaka Emas Industrial Park, Pandamaran 42000 portklang, Selangor, Malaysia",www.yuhantool.co.kr,2000,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,생활가전 제품 양산 및 금형 제작,5, 330 ,-,유한㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),이랜텍,Elentec Malaysia Sdn. Bhd.,"Lot 2247, Jalan Rajawali, Mukim Teruk Panglima Garang, Daerah Kuala Langat, 42500, Selangor Darul Ehsan, Malaysia",www.elentec.co.kr,1990,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,"Wire Harness, 3D 안경, Function Board, SMT, Injection Molding",10, 690 ,100% 제3국 수출,이랜텍㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),장금상선,Sinokor Merchant Marine(M)Sdn. Bhd.,"Level 20, Suite 20-15, Centro, No.8, Jalan Batu Tiga Lama, 41300 Klang, Selangor Darul Ehsan, Malaysia",www.sinokor.co.kr,2006,서비스법인,합자,-,운수업,-,"해상운송, 운송알선, 컨테이너",1, 28 ,-,장금상선㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),코네트익스프레스,Kornet Express Sdn. Bhd.,"No.4207 & 4209B, 2nd Floor, Persiaran, Raja Muda Musa, Off Jalan Susar, 42000 Port Klang, Selangor, Malaysia",-,1998,서비스법인,합자,-,운수업,-,"종합물류(포워딩, 통관, 창고)",2, 42 ,-,태화국제운송㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),테크노멕스인터내셔널,Technomax International Sdn. Bhd.,"607 Block F Phileo Damansara, No.1 Jalan 16/11, Off Jalan Damansara, 46350 Petaling Jaya, Selangor, Malaysia",www.technomax.com.my,1983,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,"친환경 활성수 생성기, 자동세차기",3, 10 ,-,테크노맥스인터내셔널㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),포스코-MKPC,POSCO-MKPC Sdn. Bhd.,"No. 19, Persiaran Sultan Alauddin /KU17, Bandar Sultan Suleiman, 42000 Klang, Selangor Darul Ehsan, Malaysia",-,1996,생산법인,합자,-,제조업,금속,조립금속제품(Steel Coil Processing),5, 270 ,-,포스코㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),풍산말레이시아,Poongsan(M)Sdn. Bhd.,"No. 16, Jln Anggerik Mokara 31/59, Kota Kemuning, 40460, Selangor, Malaysia",www.poongsan.co.kr,2001,생산법인,단독,-,제조업,금속,비철금속(신동제품 외) 슬리팅,2, 26 ,-,풍산㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),한국전자재료,KE. Material Sdn. Bhd,"No. 15, Jalan Sungai Keramat 4, Taman Klang Utama, Selangor, 42100 Klang, Malaysia",-,2006,-,-,-,제조업,-,-,1, 29 ,-,한국전자재료,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),한진해운㈜말레이시아지점,Hanjin Shipping Line Malaysia,"W 605, Level 6, Wisma Consplant 1, No. 2 Jalan SS 16/4, 47500 Subang Jaya, Selangor Darul Ehsan, Malaysia",www.hanjin.com,2003,서비스법인,단독,-,운수업,-,해상운송,4, 260 ,-,한진해운㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),해훈기공,H&I Construction Sdn. Bhd.,"13-C, Level 13, Plaza Ampang city, Jalan Ampang, 50400, KL, Malaysia",-,2008,서비스법인,합작,-,건설·공사업,-,건설,1, - ,-,해훈기공㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),현대상선,Hyundai Merchant Marine Malaysia,"11th Floor, East Wing, Wisma Consplant 2, No.7, Jalan SS16/1, 47500 Subang Jaya Selangor Darul Ehsan, Malaysia",www.hmm21.com,1999,서비스법인,단독,-,운수업,-,해운,2, 45 ,-,현대상선㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),현대자동차㈜아태지역본부,Hyundai Motor Asia Representative Office,"3A-06&07, Level 3A, Menara UAC No12, Jalan PJU 7/5 Mutiara Damansara 47800 P.J Selangor, Malaysia",www.hyundai-motor.com,1999,연락사무소,단독,-,제조업,자동차·자동차부품,자동차 및 트레일러,9, 3 ,-,현대자동차㈜㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,셀랑고르(Selangor),흥아해운,Heung-A(M)Sdn. Bhd.,"Suite P2.01, Level P2, Menara Trend Intan Millenium Square No.68, Jalan batai Laut 4, Taman Intan, 41300 Klang, Malaysia",www.heung-a.co.kr,1995,서비스법인,단독,-,운수업,-,"수상운송, 해외 영업 사무소",1, 14 ,-,흥아해운㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,조호르(Johor),고려용접봉,Kiswel Sdn. Bhd.,"P.O.Box 101, PLO 63, Jalan Keluli 2, 81707 Pasir Gudang, Johor, Malaysia",www.kiswel.com,1990,생산법인,단독,-,제조업,기계·장비,용접봉,5, 300 ,-,고려용접봉㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,조호르(Johor),고려제강,Kiswire Sdn. Bhd.(KAM Asia Regional Office),"PLO 475, Jalan Keluli 2, 81700, Pasir Gudang, Johor, Malaysia",www.kiswire.com,1989,생산법인,단독,-,제조업,금속,와이어,15, 800 ,-,고려제강㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,조호르(Johor),기공엔지니어링,Kigong Engineering Sdn. Bhd.,"#BLK 1, #01-01 Jalan Permas 10, Permas Sentral, Bandar Baru Permas Jaya, 81750 Masai, Johor, Malaysia",-,2010,생산법인,단독,-,건설·공사업,-,"해양 조선 배관, 모듈제작",2, 1 ,-,기공㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,조호르(Johor),MSLNG,MSLNG(MMHE-SHI LNG Sdn. Bhd.),"P.O.Box 77, 81700, PLO 3, Jalan Pekeliling, Pasir Gudang, Johor, Malaysia",-,2006,서비스법인,합작,-,건설·공사업,-,"LNG선 수리개조, 본사 공사 수주",3, 12 ,-,삼성중공업㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,조호바루(Johor Bahru),세운철강,Seun Steel(M)Sdn. Bhd,"Plo 755, Jalan Keluli 11, Pasir Gudang Industrial Estate, Pasir Gudang, 81700, Pasir Gudang, Johor, Malaysia",-,2007,-,-,-,제조업,-,-,1, 12 ,-,세운철강㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,조호바루(Johor Bahru),포인트인터내쇼날,Point Interplas(M)Sdn. Bhd.,"No,23 Jalan Riang 20, Taman Gembira,81200, Johor Bahru, Malaysia",-,2004,생산법인,단독,-,제조업,기계·장비,플라스틱 성형사출 및 무역,1, 35 ,-,포인트인터내셔널㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,케다(Kedah),프리스마거리미스,Prisma Gerimis Sdn. Bhd.,"Lot 60, Kawasan PerinduStrian Gurun, Mukim Gurun, 08300, Gurun Kedah, Malaysia",-,2004,생산법인,단독,-,제조업,자동차·자동차부품,자동차용 시트 부품 및 시트 완제품,-, 122 ,-,-,쿠알라룸푸르무역관
아시아 ,말레이시아,케다(Kedah),에스텍전자,ESTec Electronics(M)Sdn. Bhd.,"No.19-9, Jalan PKNK 1/10, Eastern Industrial Park, Taman Ria Jaya, 08000 Sungai Petani, Kedah, Malaysia",www.estec.co.kr,1998,생산법인,단독,-,제조업,전기·전자·정밀기기·부품,"티비, 오디오, 스피커",1, 13 ,-,에스텍㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),Qoo10,Giosis Gmarket(M)Sdn. Bhd.,"B-05-02, Level 5, Block B EaSt, PJ8, No. 23, Jalan Barat, Seksyen 8, Malaysia.",www.qoo10.my,2010,판매법인,합작,-,도매 및 소매업,-,전자상거래,-, - ,-,-,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),그린오션코퍼레이션버하드,Green Ocean Corporation Bhd.,"Suite2.3A, Block C, Plazadamansara, 45 Jalan Medan Setia 1, Bukit Damansara, 50490 Kuala Lumpur, Malaysia",www.greenoceancorp.com,2003,생산법인,M&A,-,제조업,식료품,"팜오일정제유, 코코아버터 대체제",-, 49 ,-,-,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),동아바틱,Dong-A Batik Sdn. Bhd.,"No 28 Jalan Utara Off Jalan Imbi, Malaysia",-,1993,판매법인,단독,-,도매 및 소매업,-,"섬유, 의류, 생활용품, 잡화",-, 20 ,-,-,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),디에스엘부동산컨설팅,DSL Property Consulting,"Sri Hartamas Lot 28-3A, Jalan 30/70A, Desa Sri Hartamas, 50480, Kualar Lumpur, Malaysia",-,2008,서비스법인,단독,-,서비스업,전문·과학 및 기술,"투자 컨설팅&유치, 건축 설계",-, 11 ,-,-,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),디에스엘비즈니스네트워크,DSL Business Network S/B,"Sri Hartamas Lot 28-3A, Jalan 30/70A, Desa Sri Hartamas, 50480, Kualar Lumpur, Malaysia",-,2009,서비스법인,합자,-,서비스업,전문·과학 및 기술,친환경 관련 제품 마케팅,-, 5 ,-,-,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),어드벤스테크놀로지,Advanced Technology Provider(M)S/B,"15, 15th Floor Plaza Ampang City, Jalan Ampang, KL, 50450, Malaysia",-,2006,서비스법인,단독,-,서비스업,전문·과학 및 기술,반도체 관련 아이템,-, 3 ,-,-,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),어플루언트베스트블랜딩,Affluent Best Blending Sdn. Bhd.,"No. 10A, Jalan 12/55c, Bandar Bukit Jalil, 57000 Kuala Lumpur, Malaysia",-,2009,생산법인,단독,-,제조업,고무·플라스틱,PVC 컴파운드 제조 및 특수 부속재 생산,-, 2 ,-,-,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),에버크리에이션,Ever Creations Sdn. Bhd.,"A2-03-06, Solaris Dutamas, No.1, Jalan Dutamas 1,50480, Kuala Lumpur, Malaysia",-,2005,서비스법인,단독,-,서비스업,전문·과학 및 기술,"수출바이어 발굴, 해외 유통망 진출",-, 8 ,-,-,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),엠케이테크,MK Tech Sdn. Bhd.,"Suite A-13-3, Menara Atlas, Plaza Pantai, No.5, Jalan 4/83A, Off Jalan Pantai Baru, 59200, Kuala Lumpur, Malaysia",www.mktechsb.com,2010,서비스법인,단독,-,서비스업,출판·영상·방송통신 및 정보,"시스템 개발, IT 솔루션 유통",-, 8 ,-,-,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),와이씨피엔지니어링,YCP Engineering Services(M)Sdn. Bhd.,"20-3. Jalan Metro Pudu, Fraser Business Park, Off Jalan Tun Razak, 55200 Kuala Lumpur, Malaysia",www.ycpeng.com,1998,서비스법인,합작,50%,건설·공사업,-,"산업설비, 제조설비, 기계장비, 기계부품",-, 48 ,100% 주재국 내수시장 공급,-,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),트로피컬체이스,Tropical Chase Sdn. Bhd.,"Suite2.3A, Block C, PlazaDAMANSARA, 45 JLN Medan Setia 1, Bukit Damansara, 50490 Kuala Lumpur, Malaysia",www.Streetdirectory.com,2007,생산법인,단독,-,농업·임업 및 어업,-,"오일팜 농장, 신재생 에너지 등",-, 146 ,-,-,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),GS글로벌,GS Global Corp. KL Rep. Office,"Suite 1707, 17th Floor, Kenanga International Building, Jalan Sultan Ismail, 50250, KL, Malaysia",www.gsgcorp.com,2004,지점,단독,-,도매 및 소매업,-,"철강, 화학, 기계 등",1, 3 ,-,GS글로벌㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),LG상사,LG International Corp.,"Level 5, Tower 2, Etiqa Twins, No. 11, Jalan Pinang, 50450 Kuala Lumpur, Malaysia",www.lgicorp.com,1982,연락사무소,단독,-,도매 및 소매업,-,"금속, 석유화학, IT",-, 3 ,-,LG상사㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),11번가,Celcom Planet,"B-25 & 26, Menara NU, KL Sentral, 203, Jalan Tun Sambanthan, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",www.11Street.my,2015,-,-,-,도매 및 소매업,-,-,15, 170 ,-,SK Planet㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),SK네트웍스,SK Networks Trading Malaysia Sdn. Bhd.,"14.09, 14th Floor, Kenanga International, Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",www.sknetworks.co.kr,2013,연락사무소,단독,-,도매 및 소매업,-,철강제품 수입 및 수출,1, 4 ,수출 및 내수 병행,SK네트웍스㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),금홍코리아진생,Geumhong Korea Ginseng(M)Sdn. Bhd.,"20-3 Jalan Metro Pudu, Fraser Business Park, Off Jalan Tun Razak, 55200 Kuala Lumpur, Malaysia",www.dukwon.co.kr,2011,판매법인,단독,-,도매 및 소매업,-,"인삼, 홍삼 대리점",-, 8 ,-,금산덕원인삼약초영농조합법인,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),기아자동차,Kia Motors Corporation Regional H.Q / Asia,"Suite 19-01, Level 19, G Tower 199, Jalan Tun Razak, 50400 Kuala Lumpur, Malaysia",www.kia.com,1999,연락사무소,단독,-,제조업,자동차·자동차부품,자동차,6, 3 ,-,기아자동차㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),대교말레이시아,Daekyo Malaysia Sdn. Bhd.,"50-G-2, Ground floor, Wisma UOA, Jalan Dungun, Bukit Damansara, 50490 KL, Malaysia",-,2003,서비스법인,단독,-,서비스업,교육,학습지 교육,2, 16 ,-,대교㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),대림산업,Daelim(M) Sdn. Bhd,"22, Ubn Tower, 10, Jalan P Ramlee, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",www.daelim.co.kr,1990,-,-,-,제조업,-,-,-, - ,-,대림산업㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),대우건설,Daewoo Corporation,"Suite 16.05, 16th Floor, Kenaga International, Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",www.daewooenc.com,1983,지점,단독,-,건설·공사업,-,종합건설(토목/건축/주택/플랜트),32, 95 ,-,대우건설㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),대한전선,"Taihan Electric Wire Co., Ltd.","Suite 15.03, 15th Floor, Kenanaga International, Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",www.taihan.com,1984,연락사무소,M&A,-,건설·공사업,-,지하 케이블,2, 4 ,-,대한전선㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),"대한항공㈜동남아,오세아니아지역본부및쿠알라룸푸르지점","Korean Airlines Co., Ltd.","6th Floor, Menara Hapseng, Jalan P.Ramlee, 50250, Kuala Lumpur, Malaysia",www.koreanair.com,1977,지점,단독,-,운수업,-,말레이시아발 여객/화물 운송,20, 61 ,-,대한항공㈜㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),타이탄케미컬스,Titan Chemicals Corp. Sdn. Bhd.,"6th floor, Bangunan Malaysian Re, No. 17, Lorong Dungun, Damansara Height, 50490, KL, Malaysia",www.lottechem.my,2010,생산법인,M&A,-,제조업,화학·의약,"석유화학 제품 ? 폴리머, 모노머",11," 1,400 ",-,롯데케미칼㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),마르스,"Mars Co., Ltd.","No.3.08, 3rd Floor Plaza Ampang City Jalan Ampang, 55100 Kuala Lumpur, Malaysia",www.zero400.co.kr,2005,지점,단독,-,도매 및 소매업,-,도매 및 상품 중개업,3, 3 ,-,마르스,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),삼성건설,Samsung Engineering & Construction(M)Sdn. Bhd.,"Samsung C&T (KL) SDN. HBD. Suite 9-02, Level 9 Menara Binjai No.2, Jalan Binjai 50450 Kuala Lumpur, Malaysia",www.secc.co.kr,1990,지점,합작 ,-,건설·공사업,-,"엔지니어링, 건설 회사",-, 4 ,-,삼성건설㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),삼성물산말레이시아법인,Samsung C&T(M)Sdn. Bhd.,"Suite W-08-02, Level 8, West Wing, The Icon, No. 1, Jalan 1/68f, Jalan Tun Razak, 55000 Kuala Lumpur, Malaysia ",www.samsungcnt.com,1983,서비스법인,단독,-,서비스업,전문·과학 및 기술,"화학, 프로젝트, 자원 개발 및 거래",3, 26 ,-,삼성물산㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),삼성엔지니어링말레이시아법인,Samsung Engineering(M) Sdn. Bhd.,"Suite W-08-02(2), Level 8, West Wing, The ICON, No.1, Jalan 1/68F, Jalan Tun Razak, 50400 Kuala Lumpur, Malaysia",www.samsungengineering.co.kr,1990,서비스법인,단독,-,건설·공사업,-,"플랜트 건설(정유, 석유화학, 가스, 발전, 산업설비)",50, 200 ,-,삼성엔지니어링㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),"삼화페인트
",Samhwa Paints(M) Sdn. Bhd,"13-A, Menara 1MK 1, Jalan Kiara Mont Kiara Kuala Lumpur, 50480, Malaysia
",www.samhwapaints.com.my,2011,-,-,-,제조업,-,-,2, 10 ,-,삼화페인트㈜,쿠알라룸푸르무역관
아시아 ,말레이시아,쿠알라룸푸르(Kuala Lumpur),쌍용건설KL지사,"Ssangyong Engineering & Construction Co., Ltd.
(Kuala Lumpur Branch)","9th Floor, Kenanga International, Jalan Sultan Ismail, Wilayah Persekutuan, 50250 Kuala Lumpur, Malaysia",-,-,-,-,-,건설·공사업,-,-,2, 4 ,-,쌍용건설㈜,쿠알라룸푸르무역관
